rut,fecha,estado,justificada,motivo
73380576-9,2025-03-01,SALIDA_ANTICIPADA,false,
73380576-9,2025-03-02,AUSENTE,false,
73380576-9,2025-03-03,SALIDA_ANTICIPADA,false,
73380576-9,2025-03-04,PRESENTE,false,
73380576-9,2025-03-05,AUSENTE,true,Certificado medico
22233370-1,2025-03-01,SALIDA_ANTICIPADA,false,
22233370-1,2025-03-02,SALIDA_ANTICIPADA,false,
22233370-1,2025-03-03,SALIDA_ANTICIPADA,false,
22233370-1,2025-03-04,AUSENTE,false,
22233370-1,2025-03-05,AUSENTE,false,
76138572-4,2025-03-01,SALIDA_ANTICIPADA,false,
76138572-4,2025-03-02,PRESENTE,false,
76138572-4,2025-03-03,SALIDA_ANTICIPADA,false,
76138572-4,2025-03-04,PRESENTE,false,
76138572-4,2025-03-05,SALIDA_ANTICIPADA,false,
15308672-3,2025-03-01,SALIDA_ANTICIPADA,false,
15308672-3,2025-03-02,PRESENTE,false,
15308672-3,2025-03-03,PRESENTE,false,
15308672-3,2025-03-04,SALIDA_ANTICIPADA,false,
15308672-3,2025-03-05,AUSENTE,false,
71938861-4,2025-03-01,AUSENTE,false,
71938861-4,2025-03-02,PRESENTE,false,
71938861-4,2025-03-03,SALIDA_ANTICIPADA,false,
71938861-4,2025-03-04,PRESENTE,false,
71938861-4,2025-03-05,PRESENTE,false,
47468350-8,2025-03-01,SALIDA_ANTICIPADA,false,
47468350-8,2025-03-02,SALIDA_ANTICIPADA,false,
47468350-8,2025-03-03,PRESENTE,false,
47468350-8,2025-03-04,SALIDA_ANTICIPADA,false,
47468350-8,2025-03-05,SALIDA_ANTICIPADA,false,
36470936-9,2025-03-01,SALIDA_ANTICIPADA,false,
36470936-9,2025-03-02,PRESENTE,false,
36470936-9,2025-03-03,SALIDA_ANTICIPADA,false,
36470936-9,2025-03-04,AUSENTE,false,
36470936-9,2025-03-05,SALIDA_ANTICIPADA,false,
93520917-4,2025-03-01,SALIDA_ANTICIPADA,false,
93520917-4,2025-03-02,AUSENTE,true,Certificado medico
93520917-4,2025-03-03,SALIDA_ANTICIPADA,false,
93520917-4,2025-03-04,PRESENTE,false,
93520917-4,2025-03-05,SALIDA_ANTICIPADA,false,
20569498-3,2025-03-01,AUSENTE,true,Certificado medico
20569498-3,2025-03-02,PRESENTE,false,
20569498-3,2025-03-03,SALIDA_ANTICIPADA,false,
20569498-3,2025-03-04,AUSENTE,false,
20569498-3,2025-03-05,SALIDA_ANTICIPADA,false,
65558700-7,2025-03-01,AUSENTE,false,
65558700-7,2025-03-02,PRESENTE,false,
65558700-7,2025-03-03,PRESENTE,false,
65558700-7,2025-03-04,PRESENTE,false,
65558700-7,2025-03-05,SALIDA_ANTICIPADA,false,
