rut,fecha,estado,justificada,motivo
12908381-6,2024-03-01,AUSENTE,true,Certificado medico
12908381-6,2024-03-02,AUSENTE,false,
12908381-6,2024-03-03,SALIDA_ANTICIPADA,false,
12908381-6,2024-03-04,PRESENTE,false,
12908381-6,2024-03-05,PRESENTE,false,
12908381-6,2024-03-06,PRESENTE,false,
12908381-6,2024-03-07,SALIDA_ANTICIPADA,false,
12908381-6,2024-03-08,AUSENTE,false,
12908381-6,2024-03-09,SALIDA_ANTICIPADA,false,
12908381-6,2024-03-10,SALIDA_ANTICIPADA,false,
12908381-6,2025-09-23,PRESENTE,false,
12908381-6,2025-03-24,AUSENTE,false,
32096175-4,2024-03-01,SALIDA_ANTICIPADA,false,
32096175-4,2024-03-02,SALIDA_ANTICIPADA,false,
32096175-4,2024-03-03,SALIDA_ANTICIPADA,false,
32096175-4,2024-03-04,AUSENTE,false,
32096175-4,2024-03-05,AUSENTE,true,Certificado medico
32096175-4,2024-03-06,AUSENTE,false,
32096175-4,2024-03-07,SALIDA_ANTICIPADA,false,
32096175-4,2024-03-08,AUSENTE,true,Certificado medico
32096175-4,2024-03-09,AUSENTE,true,Certificado medico
32096175-4,2024-03-10,SALIDA_ANTICIPADA,false,
32096175-4,2025-09-23,PRESENTE,false,
32096175-4,2025-03-24,PRESENTE,false,
17672121-3,2024-03-01,SALIDA_ANTICIPADA,false,
17672121-3,2024-03-02,AUSENTE,true,Certificado medico
17672121-3,2024-03-03,AUSENTE,false,
17672121-3,2024-03-04,AUSENTE,false,
17672121-3,2024-03-05,SALIDA_ANTICIPADA,false,
17672121-3,2024-03-06,PRESENTE,false,
17672121-3,2024-03-07,AUSENTE,false,
17672121-3,2024-03-08,PRESENTE,false,
17672121-3,2024-03-09,PRESENTE,false,
17672121-3,2024-03-10,AUSENTE,true,Certificado medico
17672121-3,2025-09-23,PRESENTE,false,
17672121-3,2025-03-24,PRESENTE,false,
63877767-5,2024-03-01,SALIDA_ANTICIPADA,false,
63877767-5,2024-03-02,PRESENTE,false,
63877767-5,2024-03-03,AUSENTE,false,
63877767-5,2024-03-04,AUSENTE,false,
63877767-5,2024-03-05,SALIDA_ANTICIPADA,false,
63877767-5,2024-03-06,PRESENTE,false,
63877767-5,2024-03-07,AUSENTE,false,
63877767-5,2024-03-08,AUSENTE,false,
63877767-5,2024-03-09,AUSENTE,false,
63877767-5,2024-03-10,AUSENTE,true,Certificado medico
63877767-5,2025-09-23,PRESENTE,false,
63877767-5,2025-03-24,PRESENTE,false,
64721670-6,2024-03-01,AUSENTE,true,Certificado medico
64721670-6,2024-03-02,PRESENTE,false,
64721670-6,2024-03-03,PRESENTE,false,
64721670-6,2024-03-04,SALIDA_ANTICIPADA,false,
64721670-6,2024-03-05,AUSENTE,true,Certificado medico
64721670-6,2024-03-06,PRESENTE,false,
64721670-6,2024-03-07,PRESENTE,false,
64721670-6,2024-03-08,PRESENTE,false,
64721670-6,2024-03-09,AUSENTE,false,
64721670-6,2024-03-10,AUSENTE,true,Certificado medico
64721670-6,2025-09-23,PRESENTE,false,
64721670-6,2025-03-24,PRESENTE,false,
26299461-2,2024-03-01,SALIDA_ANTICIPADA,false,
