rut,fecha,estado,justificada,motivo
16919780-0,2025-03-01,PRESENTE,false,
16919780-0,2025-03-02,AUSENTE,true,Certificado medico
16919780-0,2025-03-03,SALIDA_ANTICIPADA,false,
16919780-0,2025-03-04,AUSENTE,true,Certificado medico
16919780-0,2025-03-05,AUSENTE,true,Certificado medico
20360404-7,2025-03-01,AUSENTE,false,
20360404-7,2025-03-02,SALIDA_ANTICIPADA,false,
20360404-7,2025-03-03,PRESENTE,false,
20360404-7,2025-03-04,AUSENTE,false,
20360404-7,2025-03-05,PRESENTE,false,
83298472-8,2025-03-01,PRESENTE,false,
83298472-8,2025-03-02,AUSENTE,true,Certificado medico
83298472-8,2025-03-03,PRESENTE,false,
83298472-8,2025-03-04,AUSENTE,false,
83298472-8,2025-03-05,PRESENTE,false,
22737556-3,2025-03-01,PRESENTE,false,
22737556-3,2025-03-02,AUSENTE,false,
22737556-3,2025-03-03,AUSENTE,true,Certificado medico
22737556-3,2025-03-04,PRESENTE,false,
22737556-3,2025-03-05,SALIDA_ANTICIPADA,false,
89224818-9,2025-03-01,AUSENTE,false,
89224818-9,2025-03-02,AUSENTE,true,Certificado medico
89224818-9,2025-03-03,PRESENTE,false,
89224818-9,2025-03-04,AUSENTE,false,
89224818-9,2025-03-05,PRESENTE,false,
13554678-8,2025-03-01,SALIDA_ANTICIPADA,false,
13554678-8,2025-03-02,SALIDA_ANTICIPADA,false,
13554678-8,2025-03-03,PRESENTE,false,
13554678-8,2025-03-04,PRESENTE,false,
13554678-8,2025-03-05,SALIDA_ANTICIPADA,false,
61839172-4,2025-03-01,PRESENTE,false,
61839172-4,2025-03-02,AUSENTE,false,
61839172-4,2025-03-03,PRESENTE,false,
61839172-4,2025-03-04,SALIDA_ANTICIPADA,false,
61839172-4,2025-03-05,SALIDA_ANTICIPADA,false,
51373678-5,2025-03-01,PRESENTE,false,
51373678-5,2025-03-02,PRESENTE,false,
51373678-5,2025-03-03,SALIDA_ANTICIPADA,false,
51373678-5,2025-03-04,PRESENTE,false,
51373678-5,2025-03-05,AUSENTE,true,Certificado medico
93726915-4,2025-03-01,PRESENTE,false,
93726915-4,2025-03-02,SALIDA_ANTICIPADA,false,
93726915-4,2025-03-03,SALIDA_ANTICIPADA,false,
93726915-4,2025-03-04,PRESENTE,false,
93726915-4,2025-03-05,AUSENTE,true,Certificado medico
68061667-2,2025-03-01,SALIDA_ANTICIPADA,false,
68061667-2,2025-03-02,PRESENTE,false,
68061667-2,2025-03-03,PRESENTE,false,
68061667-2,2025-03-04,SALIDA_ANTICIPADA,false,
68061667-2,2025-03-05,SALIDA_ANTICIPADA,false,
