rut,fecha,estado,justificada,motivo
96581451-9,2025-03-01,AUSENTE,false,
96581451-9,2025-03-02,PRESENTE,false,
96581451-9,2025-03-03,AUSENTE,false,
96581451-9,2025-03-04,PRESENTE,false,
96581451-9,2025-03-05,SALIDA_ANTICIPADA,false,
86615423-6,2025-03-01,AUSENTE,false,
86615423-6,2025-03-02,AUSENTE,false,
86615423-6,2025-03-03,PRESENTE,false,
86615423-6,2025-03-04,AUSENTE,true,Certificado medico
86615423-6,2025-03-05,AUSENTE,true,Certificado medico
26034149-4,2025-03-01,PRESENTE,false,
26034149-4,2025-03-02,PRESENTE,false,
26034149-4,2025-03-03,AUSENTE,false,
26034149-4,2025-03-04,SALIDA_ANTICIPADA,false,
26034149-4,2025-03-05,AUSENTE,true,Certificado medico
99193465-2,2025-03-01,AUSENTE,true,Certificado medico
99193465-2,2025-03-02,PRESENTE,false,
99193465-2,2025-03-03,AUSENTE,true,Certificado medico
99193465-2,2025-03-04,SALIDA_ANTICIPADA,false,
99193465-2,2025-03-05,PRESENTE,false,
16116329-7,2025-03-01,SALIDA_ANTICIPADA,false,
16116329-7,2025-03-02,AUSENTE,true,Certificado medico
16116329-7,2025-03-03,AUSENTE,true,Certificado medico
16116329-7,2025-03-04,AUSENTE,true,Certificado medico
16116329-7,2025-03-05,AUSENTE,false,
62566861-6,2025-03-01,SALIDA_ANTICIPADA,false,
62566861-6,2025-03-02,PRESENTE,false,
62566861-6,2025-03-03,AUSENTE,false,
62566861-6,2025-03-04,PRESENTE,false,
62566861-6,2025-03-05,AUSENTE,true,Certificado medico
10354572-3,2025-03-01,PRESENTE,false,
10354572-3,2025-03-02,AUSENTE,true,Certificado medico
10354572-3,2025-03-03,SALIDA_ANTICIPADA,false,
10354572-3,2025-03-04,AUSENTE,false,
10354572-3,2025-03-05,SALIDA_ANTICIPADA,false,
78496072-0,2025-03-01,SALIDA_ANTICIPADA,false,
78496072-0,2025-03-02,AUSENTE,true,Certificado medico
78496072-0,2025-03-03,PRESENTE,false,
78496072-0,2025-03-04,AUSENTE,false,
78496072-0,2025-03-05,PRESENTE,false,
40544295-1,2025-03-01,AUSENTE,false,
40544295-1,2025-03-02,SALIDA_ANTICIPADA,false,
40544295-1,2025-03-03,SALIDA_ANTICIPADA,false,
40544295-1,2025-03-04,PRESENTE,false,
40544295-1,2025-03-05,AUSENTE,false,
75323376-3,2025-03-01,AUSENTE,true,Certificado medico
75323376-3,2025-03-02,SALIDA_ANTICIPADA,false,
75323376-3,2025-03-03,PRESENTE,false,
75323376-3,2025-03-04,AUSENTE,true,Certificado medico
75323376-3,2025-03-05,AUSENTE,true,Certificado medico
