rut,fecha,estado,justificada,motivo
21117314-1,2024-03-01,SALIDA_ANTICIPADA,false,
21117314-1,2024-03-02,SALIDA_ANTICIPADA,false,
21117314-1,2024-03-03,PRESENTE,false,
21117314-1,2024-03-04,SALIDA_ANTICIPADA,false,
21117314-1,2024-03-05,SALIDA_ANTICIPADA,false,
21117314-1,2024-03-06,PRESENTE,false,
21117314-1,2024-03-07,AUSENTE,true,Certificado medico
21117314-1,2024-03-08,SALIDA_ANTICIPADA,false,
21117314-1,2024-03-09,AUSENTE,false,
21117314-1,2024-03-10,SALIDA_ANTICIPADA,false,
77209757-2,2024-03-01,PRESENTE,false,
77209757-2,2024-03-02,AUSENTE,false,
77209757-2,2024-03-03,PRESENTE,false,
77209757-2,2024-03-04,PRESENTE,false,
77209757-2,2024-03-05,PRESENTE,false,
77209757-2,2024-03-06,PRESENTE,false,
77209757-2,2024-03-07,SALIDA_ANTICIPADA,false,
77209757-2,2024-03-08,AUSENTE,true,Certificado medico
77209757-2,2024-03-09,AUSENTE,false,
77209757-2,2024-03-10,PRESENTE,false,
80356748-9,2024-03-01,SALIDA_ANTICIPADA,false,
80356748-9,2024-03-02,PRESENTE,false,
80356748-9,2024-03-03,AUSENTE,true,Certificado medico
80356748-9,2024-03-04,AUSENTE,false,
80356748-9,2024-03-05,AUSENTE,false,
80356748-9,2024-03-06,AUSENTE,false,
80356748-9,2024-03-07,AUSENTE,false,
80356748-9,2024-03-08,SALIDA_ANTICIPADA,false,
80356748-9,2024-03-09,PRESENTE,false,
80356748-9,2024-03-10,PRESENTE,false,
44148411-4,2024-03-01,PRESENTE,false,
44148411-4,2024-03-02,SALIDA_ANTICIPADA,false,
44148411-4,2024-03-03,PRESENTE,false,
44148411-4,2024-03-04,AUSENTE,false,
44148411-4,2024-03-05,AUSENTE,false,
44148411-4,2024-03-06,AUSENTE,false,
44148411-4,2024-03-07,AUSENTE,true,Certificado medico
44148411-4,2024-03-08,PRESENTE,false,
44148411-4,2024-03-09,AUSENTE,true,Certificado medico
44148411-4,2024-03-10,AUSENTE,true,Certificado medico
38076187-9,2024-03-01,PRESENTE,false,
38076187-9,2024-03-02,SALIDA_ANTICIPADA,false,
38076187-9,2024-03-03,SALIDA_ANTICIPADA,false,
38076187-9,2024-03-04,PRESENTE,false,
38076187-9,2024-03-05,AUSENTE,false,
38076187-9,2024-03-06,PRESENTE,false,
38076187-9,2024-03-07,PRESENTE,false,
38076187-9,2024-03-08,AUSENTE,false,
38076187-9,2024-03-09,AUSENTE,false,
38076187-9,2024-03-10,AUSENTE,false,
19564227-5,2024-03-01,PRESENTE,false,
19564227-5,2024-03-02,PRESENTE,false,
19564227-5,2024-03-03,AUSENTE,false,
19564227-5,2024-03-04,AUSENTE,false,
19564227-5,2024-03-05,PRESENTE,false,
19564227-5,2024-03-06,SALIDA_ANTICIPADA,false,
19564227-5,2024-03-07,SALIDA_ANTICIPADA,false,
19564227-5,2024-03-08,AUSENTE,false,
19564227-5,2024-03-09,PRESENTE,false,
19564227-5,2024-03-10,AUSENTE,true,Certificado medico
81117721-9,2024-03-01,SALIDA_ANTICIPADA,false,
81117721-9,2024-03-02,SALIDA_ANTICIPADA,false,
81117721-9,2024-03-03,AUSENTE,true,Certificado medico
81117721-9,2024-03-04,SALIDA_ANTICIPADA,false,
81117721-9,2024-03-05,SALIDA_ANTICIPADA,false,
81117721-9,2024-03-06,AUSENTE,true,Certificado medico
81117721-9,2024-03-07,PRESENTE,false,
81117721-9,2024-03-08,PRESENTE,false,
81117721-9,2024-03-09,PRESENTE,false,
81117721-9,2024-03-10,PRESENTE,false,
28190106-7,2024-03-01,SALIDA_ANTICIPADA,false,
28190106-7,2024-03-02,SALIDA_ANTICIPADA,false,
28190106-7,2024-03-03,AUSENTE,true,Certificado medico
28190106-7,2024-03-04,PRESENTE,false,
28190106-7,2024-03-05,PRESENTE,false,
28190106-7,2024-03-06,PRESENTE,false,
28190106-7,2024-03-07,PRESENTE,false,
28190106-7,2024-03-08,AUSENTE,false,
28190106-7,2024-03-09,SALIDA_ANTICIPADA,false,
28190106-7,2024-03-10,AUSENTE,true,Certificado medico
47067946-2,2024-03-01,PRESENTE,false,
47067946-2,2024-03-02,PRESENTE,false,
47067946-2,2024-03-03,AUSENTE,false,
47067946-2,2024-03-04,AUSENTE,false,
47067946-2,2024-03-05,SALIDA_ANTICIPADA,false,
47067946-2,2024-03-06,PRESENTE,false,
47067946-2,2024-03-07,SALIDA_ANTICIPADA,false,
47067946-2,2024-03-08,SALIDA_ANTICIPADA,false,
47067946-2,2024-03-09,AUSENTE,false,
47067946-2,2024-03-10,SALIDA_ANTICIPADA,false,
82337762-5,2024-03-01,AUSENTE,false,
82337762-5,2024-03-02,PRESENTE,false,
82337762-5,2024-03-03,SALIDA_ANTICIPADA,false,
82337762-5,2024-03-04,SALIDA_ANTICIPADA,false,
82337762-5,2024-03-05,AUSENTE,false,
82337762-5,2024-03-06,AUSENTE,false,
82337762-5,2024-03-07,AUSENTE,true,Certificado medico
82337762-5,2024-03-08,PRESENTE,false,
82337762-5,2024-03-09,AUSENTE,true,Certificado medico
82337762-5,2024-03-10,SALIDA_ANTICIPADA,false,
98996331-3,2024-03-01,PRESENTE,false,
98996331-3,2024-03-02,PRESENTE,false,
98996331-3,2024-03-03,PRESENTE,false,
98996331-3,2024-03-04,PRESENTE,false,
98996331-3,2024-03-05,AUSENTE,false,
98996331-3,2024-03-06,SALIDA_ANTICIPADA,false,
98996331-3,2024-03-07,AUSENTE,false,
98996331-3,2024-03-08,AUSENTE,false,
98996331-3,2024-03-09,SALIDA_ANTICIPADA,false,
98996331-3,2024-03-10,AUSENTE,false,
69741420-5,2024-03-01,PRESENTE,false,
69741420-5,2024-03-02,PRESENTE,false,
69741420-5,2024-03-03,AUSENTE,false,
69741420-5,2024-03-04,AUSENTE,false,
69741420-5,2024-03-05,AUSENTE,false,
69741420-5,2024-03-06,SALIDA_ANTICIPADA,false,
69741420-5,2024-03-07,SALIDA_ANTICIPADA,false,
69741420-5,2024-03-08,PRESENTE,false,
69741420-5,2024-03-09,SALIDA_ANTICIPADA,false,
69741420-5,2024-03-10,SALIDA_ANTICIPADA,false,
92723621-2,2024-03-01,PRESENTE,false,
92723621-2,2024-03-02,AUSENTE,true,Certificado medico
92723621-2,2024-03-03,SALIDA_ANTICIPADA,false,
92723621-2,2024-03-04,AUSENTE,true,Certificado medico
92723621-2,2024-03-05,SALIDA_ANTICIPADA,false,
92723621-2,2024-03-06,PRESENTE,false,
92723621-2,2024-03-07,SALIDA_ANTICIPADA,false,
92723621-2,2024-03-08,SALIDA_ANTICIPADA,false,
92723621-2,2024-03-09,SALIDA_ANTICIPADA,false,
92723621-2,2024-03-10,PRESENTE,false,
60480407-0,2024-03-01,SALIDA_ANTICIPADA,false,
60480407-0,2024-03-02,AUSENTE,false,
60480407-0,2024-03-03,SALIDA_ANTICIPADA,false,
60480407-0,2024-03-04,PRESENTE,false,
60480407-0,2024-03-05,SALIDA_ANTICIPADA,false,
60480407-0,2024-03-06,AUSENTE,true,Certificado medico
60480407-0,2024-03-07,SALIDA_ANTICIPADA,false,
60480407-0,2024-03-08,AUSENTE,false,
60480407-0,2024-03-09,AUSENTE,false,
60480407-0,2024-03-10,PRESENTE,false,
82523068-1,2024-03-01,PRESENTE,false,
82523068-1,2024-03-02,SALIDA_ANTICIPADA,false,
82523068-1,2024-03-03,PRESENTE,false,
82523068-1,2024-03-04,AUSENTE,false,
82523068-1,2024-03-05,PRESENTE,false,
82523068-1,2024-03-06,AUSENTE,true,Certificado medico
82523068-1,2024-03-07,AUSENTE,false,
82523068-1,2024-03-08,AUSENTE,false,
82523068-1,2024-03-09,PRESENTE,false,
82523068-1,2024-03-10,SALIDA_ANTICIPADA,false,
