rut,fecha,estado,justificada,motivo
42449935-0,2024-03-01,PRESENTE,false,
42449935-0,2024-03-02,PRESENTE,false,
42449935-0,2024-03-03,AUSENTE,false,
42449935-0,2024-03-04,PRESENTE,false,
42449935-0,2024-03-05,SALIDA_ANTICIPADA,false,
42449935-0,2024-03-06,SALIDA_ANTICIPADA,false,
42449935-0,2024-03-07,PRESENTE,false,
42449935-0,2024-03-08,SALIDA_ANTICIPADA,false,
42449935-0,2024-03-09,PRESENTE,false,
42449935-0,2024-03-10,AUSENTE,false,
19055289-9,2024-03-01,SALIDA_ANTICIPADA,false,
19055289-9,2024-03-02,AUSENTE,true,Certificado medico
19055289-9,2024-03-03,SALIDA_ANTICIPADA,false,
19055289-9,2024-03-04,AUSENTE,false,
19055289-9,2024-03-05,PRESENTE,false,
19055289-9,2024-03-06,PRESENTE,false,
19055289-9,2024-03-07,AUSENTE,false,
19055289-9,2024-03-08,PRESENTE,false,
19055289-9,2024-03-09,SALIDA_ANTICIPADA,false,
19055289-9,2024-03-10,SALIDA_ANTICIPADA,false,
41789027-3,2024-03-01,PRESENTE,false,
41789027-3,2024-03-02,SALIDA_ANTICIPADA,false,
41789027-3,2024-03-03,PRESENTE,false,
41789027-3,2024-03-04,SALIDA_ANTICIPADA,false,
41789027-3,2024-03-05,AUSENTE,false,
41789027-3,2024-03-06,AUSENTE,true,Certificado medico
41789027-3,2024-03-07,AUSENTE,false,
41789027-3,2024-03-08,SALIDA_ANTICIPADA,false,
41789027-3,2024-03-09,SALIDA_ANTICIPADA,false,
41789027-3,2024-03-10,SALIDA_ANTICIPADA,false,
13211677-8,2024-03-01,PRESENTE,false,
13211677-8,2024-03-02,PRESENTE,false,
13211677-8,2024-03-03,AUSENTE,false,
13211677-8,2024-03-04,AUSENTE,true,Certificado medico
13211677-8,2024-03-05,AUSENTE,false,
13211677-8,2024-03-06,SALIDA_ANTICIPADA,false,
13211677-8,2024-03-07,PRESENTE,false,
13211677-8,2024-03-08,PRESENTE,false,
13211677-8,2024-03-09,AUSENTE,false,
13211677-8,2024-03-10,SALIDA_ANTICIPADA,false,
16491208-2,2024-03-01,AUSENTE,true,Certificado medico
16491208-2,2024-03-02,SALIDA_ANTICIPADA,false,
16491208-2,2024-03-03,AUSENTE,true,Certificado medico
16491208-2,2024-03-04,AUSENTE,true,Certificado medico
16491208-2,2024-03-05,AUSENTE,true,Certificado medico
16491208-2,2024-03-06,AUSENTE,false,
16491208-2,2024-03-07,PRESENTE,false,
16491208-2,2024-03-08,AUSENTE,true,Certificado medico
16491208-2,2024-03-09,SALIDA_ANTICIPADA,false,
16491208-2,2024-03-10,PRESENTE,false,
49348656-3,2024-03-01,PRESENTE,false,
49348656-3,2024-03-02,SALIDA_ANTICIPADA,false,
49348656-3,2024-03-03,SALIDA_ANTICIPADA,false,
49348656-3,2024-03-04,PRESENTE,false,
49348656-3,2024-03-05,PRESENTE,false,
49348656-3,2024-03-06,SALIDA_ANTICIPADA,false,
49348656-3,2024-03-07,AUSENTE,false,
49348656-3,2024-03-08,SALIDA_ANTICIPADA,false,
49348656-3,2024-03-09,AUSENTE,true,Certificado medico
49348656-3,2024-03-10,PRESENTE,false,
35347241-2,2024-03-01,AUSENTE,false,
35347241-2,2024-03-02,AUSENTE,false,
35347241-2,2024-03-03,PRESENTE,false,
35347241-2,2024-03-04,PRESENTE,false,
35347241-2,2024-03-05,PRESENTE,false,
35347241-2,2024-03-06,SALIDA_ANTICIPADA,false,
35347241-2,2024-03-07,PRESENTE,false,
35347241-2,2024-03-08,PRESENTE,false,
35347241-2,2024-03-09,PRESENTE,false,
35347241-2,2024-03-10,PRESENTE,false,
42958800-5,2024-03-01,AUSENTE,true,Certificado medico
42958800-5,2024-03-02,PRESENTE,false,
42958800-5,2024-03-03,PRESENTE,false,
42958800-5,2024-03-04,AUSENTE,true,Certificado medico
42958800-5,2024-03-05,AUSENTE,true,Certificado medico
42958800-5,2024-03-06,PRESENTE,false,
42958800-5,2024-03-07,SALIDA_ANTICIPADA,false,
42958800-5,2024-03-08,PRESENTE,false,
42958800-5,2024-03-09,PRESENTE,false,
42958800-5,2024-03-10,SALIDA_ANTICIPADA,false,
31114535-8,2024-03-01,PRESENTE,false,
31114535-8,2024-03-02,AUSENTE,false,
31114535-8,2024-03-03,SALIDA_ANTICIPADA,false,
31114535-8,2024-03-04,SALIDA_ANTICIPADA,false,
31114535-8,2024-03-05,SALIDA_ANTICIPADA,false,
31114535-8,2024-03-06,AUSENTE,false,
31114535-8,2024-03-07,AUSENTE,true,Certificado medico
31114535-8,2024-03-08,PRESENTE,false,
31114535-8,2024-03-09,AUSENTE,false,
31114535-8,2024-03-10,PRESENTE,false,
66068809-3,2024-03-01,PRESENTE,false,
66068809-3,2024-03-02,SALIDA_ANTICIPADA,false,
66068809-3,2024-03-03,PRESENTE,false,
66068809-3,2024-03-04,SALIDA_ANTICIPADA,false,
66068809-3,2024-03-05,AUSENTE,false,
66068809-3,2024-03-06,SALIDA_ANTICIPADA,false,
66068809-3,2024-03-07,AUSENTE,false,
66068809-3,2024-03-08,SALIDA_ANTICIPADA,false,
66068809-3,2024-03-09,AUSENTE,false,
66068809-3,2024-03-10,PRESENTE,false,
92222273-2,2024-03-01,PRESENTE,false,
92222273-2,2024-03-02,PRESENTE,false,
92222273-2,2024-03-03,SALIDA_ANTICIPADA,false,
92222273-2,2024-03-04,AUSENTE,true,Certificado medico
92222273-2,2024-03-05,SALIDA_ANTICIPADA,false,
92222273-2,2024-03-06,SALIDA_ANTICIPADA,false,
92222273-2,2024-03-07,AUSENTE,true,Certificado medico
92222273-2,2024-03-08,SALIDA_ANTICIPADA,false,
92222273-2,2024-03-09,PRESENTE,false,
92222273-2,2024-03-10,SALIDA_ANTICIPADA,false,
53539574-8,2024-03-01,AUSENTE,false,
53539574-8,2024-03-02,PRESENTE,false,
53539574-8,2024-03-03,PRESENTE,false,
53539574-8,2024-03-04,SALIDA_ANTICIPADA,false,
53539574-8,2024-03-05,AUSENTE,true,Certificado medico
53539574-8,2024-03-06,AUSENTE,false,
53539574-8,2024-03-07,PRESENTE,false,
53539574-8,2024-03-08,PRESENTE,false,
53539574-8,2024-03-09,PRESENTE,false,
53539574-8,2024-03-10,PRESENTE,false,
37609755-1,2024-03-01,AUSENTE,true,Certificado medico
37609755-1,2024-03-02,AUSENTE,false,
37609755-1,2024-03-03,PRESENTE,false,
37609755-1,2024-03-04,AUSENTE,false,
37609755-1,2024-03-05,PRESENTE,false,
37609755-1,2024-03-06,PRESENTE,false,
37609755-1,2024-03-07,AUSENTE,false,
37609755-1,2024-03-08,SALIDA_ANTICIPADA,false,
37609755-1,2024-03-09,AUSENTE,false,
37609755-1,2024-03-10,SALIDA_ANTICIPADA,false,
48891356-1,2024-03-01,SALIDA_ANTICIPADA,false,
48891356-1,2024-03-02,AUSENTE,true,Certificado medico
48891356-1,2024-03-03,SALIDA_ANTICIPADA,false,
48891356-1,2024-03-04,SALIDA_ANTICIPADA,false,
48891356-1,2024-03-05,AUSENTE,false,
48891356-1,2024-03-06,PRESENTE,false,
48891356-1,2024-03-07,AUSENTE,true,Certificado medico
48891356-1,2024-03-08,AUSENTE,false,
48891356-1,2024-03-09,SALIDA_ANTICIPADA,false,
48891356-1,2024-03-10,AUSENTE,false,
63566854-7,2024-03-01,PRESENTE,false,
63566854-7,2024-03-02,AUSENTE,true,Certificado medico
63566854-7,2024-03-03,AUSENTE,false,
63566854-7,2024-03-04,PRESENTE,false,
63566854-7,2024-03-05,AUSENTE,false,
63566854-7,2024-03-06,SALIDA_ANTICIPADA,false,
63566854-7,2024-03-07,AUSENTE,true,Certificado medico
63566854-7,2024-03-08,AUSENTE,false,
63566854-7,2024-03-09,PRESENTE,false,
63566854-7,2024-03-10,PRESENTE,false,
