rut,fecha,estado,justificada,motivo
91007953-8,2025-03-01,AUSENTE,true,Certificado medico
91007953-8,2025-03-02,PRESENTE,false,
91007953-8,2025-03-03,PRESENTE,false,
91007953-8,2025-03-04,SALIDA_ANTICIPADA,false,
91007953-8,2025-03-05,SALIDA_ANTICIPADA,false,
98269725-8,2025-03-01,PRESENTE,false,
98269725-8,2025-03-02,SALIDA_ANTICIPADA,false,
98269725-8,2025-03-03,SALIDA_ANTICIPADA,false,
98269725-8,2025-03-04,SALIDA_ANTICIPADA,false,
98269725-8,2025-03-05,PRESENTE,false,
92754984-6,2025-03-01,PRESENTE,false,
92754984-6,2025-03-02,PRESENTE,false,
92754984-6,2025-03-03,PRESENTE,false,
92754984-6,2025-03-04,AUSENTE,true,Certificado medico
92754984-6,2025-03-05,SALIDA_ANTICIPADA,false,
63880313-7,2025-03-01,SALIDA_ANTICIPADA,false,
63880313-7,2025-03-02,PRESENTE,false,
63880313-7,2025-03-03,SALIDA_ANTICIPADA,false,
63880313-7,2025-03-04,SALIDA_ANTICIPADA,false,
63880313-7,2025-03-05,SALIDA_ANTICIPADA,false,
69022552-1,2025-03-01,PRESENTE,false,
69022552-1,2025-03-02,AUSENTE,true,Certificado medico
69022552-1,2025-03-03,SALIDA_ANTICIPADA,false,
69022552-1,2025-03-04,PRESENTE,false,
69022552-1,2025-03-05,SALIDA_ANTICIPADA,false,
12689319-0,2025-03-01,AUSENTE,false,
12689319-0,2025-03-02,SALIDA_ANTICIPADA,false,
12689319-0,2025-03-03,AUSENTE,false,
12689319-0,2025-03-04,PRESENTE,false,
12689319-0,2025-03-05,PRESENTE,false,
36388244-9,2025-03-01,SALIDA_ANTICIPADA,false,
36388244-9,2025-03-02,PRESENTE,false,
36388244-9,2025-03-03,PRESENTE,false,
36388244-9,2025-03-04,SALIDA_ANTICIPADA,false,
36388244-9,2025-03-05,AUSENTE,false,
54804239-3,2025-03-01,AUSENTE,false,
54804239-3,2025-03-02,AUSENTE,false,
54804239-3,2025-03-03,AUSENTE,true,Certificado medico
54804239-3,2025-03-04,SALIDA_ANTICIPADA,false,
54804239-3,2025-03-05,PRESENTE,false,
86899046-5,2025-03-01,AUSENTE,true,Certificado medico
86899046-5,2025-03-02,AUSENTE,false,
86899046-5,2025-03-03,SALIDA_ANTICIPADA,false,
86899046-5,2025-03-04,AUSENTE,true,Certificado medico
86899046-5,2025-03-05,AUSENTE,false,
87930817-6,2025-03-01,AUSENTE,true,Certificado medico
87930817-6,2025-03-02,SALIDA_ANTICIPADA,false,
87930817-6,2025-03-03,PRESENTE,false,
87930817-6,2025-03-04,PRESENTE,false,
87930817-6,2025-03-05,PRESENTE,false,
