rut,fecha,estado,justificada,motivo
75086380-4,2025-03-01,SALIDA_ANTICIPADA,false,
75086380-4,2025-03-02,SALIDA_ANTICIPADA,false,
75086380-4,2025-03-03,AUSENTE,false,
75086380-4,2025-03-04,PRESENTE,false,
75086380-4,2025-03-05,SALIDA_ANTICIPADA,false,
68453031-6,2025-03-01,AUSENTE,false,
68453031-6,2025-03-02,AUSENTE,false,
68453031-6,2025-03-03,PRESENTE,false,
68453031-6,2025-03-04,AUSENTE,false,
68453031-6,2025-03-05,PRESENTE,false,
72085827-6,2025-03-01,PRESENTE,false,
72085827-6,2025-03-02,SALIDA_ANTICIPADA,false,
72085827-6,2025-03-03,SALIDA_ANTICIPADA,false,
72085827-6,2025-03-04,AUSENTE,false,
72085827-6,2025-03-05,PRESENTE,false,
14705718-5,2025-03-01,PRESENTE,false,
14705718-5,2025-03-02,PRESENTE,false,
14705718-5,2025-03-03,PRESENTE,false,
14705718-5,2025-03-04,AUSENTE,false,
14705718-5,2025-03-05,AUSENTE,true,Certificado medico
97480518-1,2025-03-01,PRESENTE,false,
97480518-1,2025-03-02,PRESENTE,false,
97480518-1,2025-03-03,AUSENTE,false,
97480518-1,2025-03-04,SALIDA_ANTICIPADA,false,
97480518-1,2025-03-05,SALIDA_ANTICIPADA,false,
22949564-2,2025-03-01,PRESENTE,false,
22949564-2,2025-03-02,PRESENTE,false,
22949564-2,2025-03-03,SALIDA_ANTICIPADA,false,
22949564-2,2025-03-04,AUSENTE,false,
22949564-2,2025-03-05,SALIDA_ANTICIPADA,false,
32518259-2,2025-03-01,AUSENTE,false,
32518259-2,2025-03-02,AUSENTE,false,
32518259-2,2025-03-03,PRESENTE,false,
32518259-2,2025-03-04,AUSENTE,true,Certificado medico
32518259-2,2025-03-05,PRESENTE,false,
87877675-7,2025-03-01,PRESENTE,false,
87877675-7,2025-03-02,PRESENTE,false,
87877675-7,2025-03-03,AUSENTE,false,
87877675-7,2025-03-04,AUSENTE,true,Certificado medico
87877675-7,2025-03-05,SALIDA_ANTICIPADA,false,
72727372-9,2025-03-01,SALIDA_ANTICIPADA,false,
72727372-9,2025-03-02,AUSENTE,true,Certificado medico
72727372-9,2025-03-03,AUSENTE,false,
72727372-9,2025-03-04,AUSENTE,false,
72727372-9,2025-03-05,AUSENTE,false,
48533249-2,2025-03-01,PRESENTE,false,
48533249-2,2025-03-02,AUSENTE,true,Certificado medico
48533249-2,2025-03-03,SALIDA_ANTICIPADA,false,
48533249-2,2025-03-04,SALIDA_ANTICIPADA,false,
48533249-2,2025-03-05,SALIDA_ANTICIPADA,false,
