rut,fecha,estado,justificada,motivo
62826187-9,2024-03-01,AUSENTE,true,Certificado medico
62826187-9,2024-03-02,AUSENTE,true,Certificado medico
62826187-9,2024-03-03,AUSENTE,true,Certificado medico
62826187-9,2024-03-04,AUSENTE,false,
62826187-9,2024-03-05,PRESENTE,false,
62826187-9,2024-03-06,SALIDA_ANTICIPADA,false,
62826187-9,2024-03-07,PRESENTE,false,
62826187-9,2024-03-08,AUSENTE,false,
62826187-9,2024-03-09,AUSENTE,false,
62826187-9,2024-03-10,AUSENTE,false,
21153893-7,2024-03-01,SALIDA_ANTICIPADA,false,
21153893-7,2024-03-02,PRESENTE,false,
21153893-7,2024-03-03,SALIDA_ANTICIPADA,false,
21153893-7,2024-03-04,AUSENTE,false,
21153893-7,2024-03-05,SALIDA_ANTICIPADA,false,
21153893-7,2024-03-06,SALIDA_ANTICIPADA,false,
21153893-7,2024-03-07,PRESENTE,false,
21153893-7,2024-03-08,SALIDA_ANTICIPADA,false,
21153893-7,2024-03-09,AUSENTE,false,
21153893-7,2024-03-10,AUSENTE,true,Certificado medico
42758936-6,2024-03-01,SALIDA_ANTICIPADA,false,
42758936-6,2024-03-02,AUSENTE,true,Certificado medico
42758936-6,2024-03-03,PRESENTE,false,
42758936-6,2024-03-04,AUSENTE,false,
42758936-6,2024-03-05,SALIDA_ANTICIPADA,false,
42758936-6,2024-03-06,AUSENTE,false,
42758936-6,2024-03-07,AUSENTE,false,
42758936-6,2024-03-08,AUSENTE,false,
42758936-6,2024-03-09,AUSENTE,false,
42758936-6,2024-03-10,SALIDA_ANTICIPADA,false,
58375562-1,2024-03-01,AUSENTE,false,
58375562-1,2024-03-02,AUSENTE,false,
58375562-1,2024-03-03,AUSENTE,false,
58375562-1,2024-03-04,PRESENTE,false,
58375562-1,2024-03-05,SALIDA_ANTICIPADA,false,
58375562-1,2024-03-06,AUSENTE,true,Certificado medico
58375562-1,2024-03-07,PRESENTE,false,
58375562-1,2024-03-08,AUSENTE,false,
58375562-1,2024-03-09,SALIDA_ANTICIPADA,false,
58375562-1,2024-03-10,AUSENTE,true,Certificado medico
65506595-1,2024-03-01,AUSENTE,false,
65506595-1,2024-03-02,PRESENTE,false,
65506595-1,2024-03-03,PRESENTE,false,
65506595-1,2024-03-04,AUSENTE,true,Certificado medico
65506595-1,2024-03-05,SALIDA_ANTICIPADA,false,
65506595-1,2024-03-06,PRESENTE,false,
65506595-1,2024-03-07,AUSENTE,true,Certificado medico
65506595-1,2024-03-08,AUSENTE,false,
65506595-1,2024-03-09,AUSENTE,false,
65506595-1,2024-03-10,AUSENTE,false,
94644295-4,2024-03-01,SALIDA_ANTICIPADA,false,
94644295-4,2024-03-02,AUSENTE,true,Certificado medico
94644295-4,2024-03-03,PRESENTE,false,
94644295-4,2024-03-04,SALIDA_ANTICIPADA,false,
94644295-4,2024-03-05,PRESENTE,false,
