rut,fecha,estado,justificada,motivo
65038360-7,2024-03-01,PRESENTE,false,
65038360-7,2024-03-02,PRESENTE,false,
65038360-7,2024-03-03,SALIDA_ANTICIPADA,false,
65038360-7,2024-03-04,PRESENTE,false,
65038360-7,2024-03-05,SALIDA_ANTICIPADA,false,
65038360-7,2024-03-06,AUSENTE,false,
65038360-7,2024-03-07,AUSENTE,false,
65038360-7,2024-03-08,SALIDA_ANTICIPADA,false,
65038360-7,2024-03-09,PRESENTE,false,
65038360-7,2024-03-10,SALIDA_ANTICIPADA,false,
36481335-8,2024-03-01,PRESENTE,false,
36481335-8,2024-03-02,PRESENTE,false,
36481335-8,2024-03-03,SALIDA_ANTICIPADA,false,
36481335-8,2024-03-04,SALIDA_ANTICIPADA,false,
36481335-8,2024-03-05,SALIDA_ANTICIPADA,false,
36481335-8,2024-03-06,SALIDA_ANTICIPADA,false,
36481335-8,2024-03-07,PRESENTE,false,
36481335-8,2024-03-08,PRESENTE,false,
36481335-8,2024-03-09,PRESENTE,false,
36481335-8,2024-03-10,AUSENTE,true,Certificado medico
29649745-8,2024-03-01,SALIDA_ANTICIPADA,false,
29649745-8,2024-03-02,SALIDA_ANTICIPADA,false,
29649745-8,2024-03-03,SALIDA_ANTICIPADA,false,
29649745-8,2024-03-04,SALIDA_ANTICIPADA,false,
29649745-8,2024-03-05,PRESENTE,false,
29649745-8,2024-03-06,AUSENTE,true,Certificado medico
29649745-8,2024-03-07,SALIDA_ANTICIPADA,false,
29649745-8,2024-03-08,PRESENTE,false,
29649745-8,2024-03-09,SALIDA_ANTICIPADA,false,
29649745-8,2024-03-10,PRESENTE,false,
79223445-0,2024-03-01,SALIDA_ANTICIPADA,false,
79223445-0,2024-03-02,AUSENTE,false,
79223445-0,2024-03-03,AUSENTE,true,Certificado medico
79223445-0,2024-03-04,PRESENTE,false,
79223445-0,2024-03-05,SALIDA_ANTICIPADA,false,
79223445-0,2024-03-06,SALIDA_ANTICIPADA,false,
79223445-0,2024-03-07,PRESENTE,false,
79223445-0,2024-03-08,AUSENTE,true,Certificado medico
79223445-0,2024-03-09,AUSENTE,true,Certificado medico
79223445-0,2024-03-10,SALIDA_ANTICIPADA,false,
23518648-7,2024-03-01,PRESENTE,false,
23518648-7,2024-03-02,SALIDA_ANTICIPADA,false,
23518648-7,2024-03-03,AUSENTE,false,
23518648-7,2024-03-04,PRESENTE,false,
23518648-7,2024-03-05,SALIDA_ANTICIPADA,false,
23518648-7,2024-03-06,PRESENTE,false,
23518648-7,2024-03-07,SALIDA_ANTICIPADA,false,
23518648-7,2024-03-08,SALIDA_ANTICIPADA,false,
23518648-7,2024-03-09,AUSENTE,false,
23518648-7,2024-03-10,AUSENTE,true,Certificado medico
83157306-8,2024-03-01,AUSENTE,false,
83157306-8,2024-03-02,SALIDA_ANTICIPADA,false,
83157306-8,2024-03-03,PRESENTE,false,
83157306-8,2024-03-04,AUSENTE,false,
83157306-8,2024-03-05,PRESENTE,false,
83157306-8,2024-03-06,PRESENTE,false,
83157306-8,2024-03-07,PRESENTE,false,
83157306-8,2024-03-08,PRESENTE,false,
83157306-8,2024-03-09,PRESENTE,false,
83157306-8,2024-03-10,SALIDA_ANTICIPADA,false,
50577056-0,2024-03-01,PRESENTE,false,
50577056-0,2024-03-02,SALIDA_ANTICIPADA,false,
50577056-0,2024-03-03,AUSENTE,false,
50577056-0,2024-03-04,PRESENTE,false,
50577056-0,2024-03-05,SALIDA_ANTICIPADA,false,
50577056-0,2024-03-06,PRESENTE,false,
50577056-0,2024-03-07,AUSENTE,false,
50577056-0,2024-03-08,AUSENTE,true,Certificado medico
50577056-0,2024-03-09,PRESENTE,false,
50577056-0,2024-03-10,PRESENTE,false,
44099854-3,2024-03-01,PRESENTE,false,
44099854-3,2024-03-02,AUSENTE,false,
44099854-3,2024-03-03,PRESENTE,false,
44099854-3,2024-03-04,PRESENTE,false,
44099854-3,2024-03-05,SALIDA_ANTICIPADA,false,
44099854-3,2024-03-06,SALIDA_ANTICIPADA,false,
44099854-3,2024-03-07,PRESENTE,false,
44099854-3,2024-03-08,AUSENTE,false,
44099854-3,2024-03-09,SALIDA_ANTICIPADA,false,
44099854-3,2024-03-10,PRESENTE,false,
51701361-9,2024-03-01,PRESENTE,false,
51701361-9,2024-03-02,AUSENTE,false,
51701361-9,2024-03-03,AUSENTE,false,
51701361-9,2024-03-04,SALIDA_ANTICIPADA,false,
51701361-9,2024-03-05,AUSENTE,false,
51701361-9,2024-03-06,PRESENTE,false,
51701361-9,2024-03-07,PRESENTE,false,
51701361-9,2024-03-08,PRESENTE,false,
51701361-9,2024-03-09,SALIDA_ANTICIPADA,false,
51701361-9,2024-03-10,SALIDA_ANTICIPADA,false,
55449368-8,2024-03-01,SALIDA_ANTICIPADA,false,
55449368-8,2024-03-02,PRESENTE,false,
55449368-8,2024-03-03,PRESENTE,false,
55449368-8,2024-03-04,PRESENTE,false,
55449368-8,2024-03-05,AUSENTE,false,
55449368-8,2024-03-06,AUSENTE,false,
