rut,fecha,estado,justificada,motivo
14371063-7,2024-03-01,PRESENTE,false,
14371063-7,2024-03-02,AUSENTE,true,Certificado medico
14371063-7,2024-03-03,PRESENTE,false,
14371063-7,2024-03-04,PRESENTE,false,
14371063-7,2024-03-05,SALIDA_ANTICIPADA,false,
14371063-7,2024-03-06,PRESENTE,false,
14371063-7,2024-03-07,SALIDA_ANTICIPADA,false,
14371063-7,2024-03-08,SALIDA_ANTICIPADA,false,
14371063-7,2024-03-09,AUSENTE,true,Certificado medico
14371063-7,2024-03-10,AUSENTE,false,
78564963-2,2024-03-01,AUSENTE,true,Certificado medico
78564963-2,2024-03-02,AUSENTE,false,
78564963-2,2024-03-03,PRESENTE,false,
78564963-2,2024-03-04,SALIDA_ANTICIPADA,false,
78564963-2,2024-03-05,PRESENTE,false,
78564963-2,2024-03-06,PRESENTE,false,
78564963-2,2024-03-07,AUSENTE,true,Certificado medico
78564963-2,2024-03-08,PRESENTE,false,
78564963-2,2024-03-09,PRESENTE,false,
78564963-2,2024-03-10,AUSENTE,false,
35168489-8,2024-03-01,SALIDA_ANTICIPADA,false,
35168489-8,2024-03-02,SALIDA_ANTICIPADA,false,
35168489-8,2024-03-03,AUSENTE,true,Certificado medico
35168489-8,2024-03-04,PRESENTE,false,
35168489-8,2024-03-05,PRESENTE,false,
35168489-8,2024-03-06,SALIDA_ANTICIPADA,false,
35168489-8,2024-03-07,SALIDA_ANTICIPADA,false,
35168489-8,2024-03-08,PRESENTE,false,
35168489-8,2024-03-09,AUSENTE,true,Certificado medico
35168489-8,2024-03-10,SALIDA_ANTICIPADA,false,
82525481-5,2024-03-01,SALIDA_ANTICIPADA,false,
82525481-5,2024-03-02,SALIDA_ANTICIPADA,false,
82525481-5,2024-03-03,SALIDA_ANTICIPADA,false,
82525481-5,2024-03-04,SALIDA_ANTICIPADA,false,
82525481-5,2024-03-05,AUSENTE,false,
82525481-5,2024-03-06,SALIDA_ANTICIPADA,false,
82525481-5,2024-03-07,PRESENTE,false,
82525481-5,2024-03-08,PRESENTE,false,
82525481-5,2024-03-09,AUSENTE,false,
82525481-5,2024-03-10,PRESENTE,false,
67583112-7,2024-03-01,PRESENTE,false,
67583112-7,2024-03-02,PRESENTE,false,
67583112-7,2024-03-03,PRESENTE,false,
67583112-7,2024-03-04,SALIDA_ANTICIPADA,false,
67583112-7,2024-03-05,AUSENTE,true,Certificado medico
67583112-7,2024-03-06,PRESENTE,false,
67583112-7,2024-03-07,AUSENTE,true,Certificado medico
67583112-7,2024-03-08,SALIDA_ANTICIPADA,false,
67583112-7,2024-03-09,PRESENTE,false,
67583112-7,2024-03-10,SALIDA_ANTICIPADA,false,
14260964-2,2024-03-01,SALIDA_ANTICIPADA,false,
14260964-2,2024-03-02,SALIDA_ANTICIPADA,false,
14260964-2,2024-03-03,SALIDA_ANTICIPADA,false,
14260964-2,2024-03-04,SALIDA_ANTICIPADA,false,
14260964-2,2024-03-05,AUSENTE,false,
14260964-2,2024-03-06,SALIDA_ANTICIPADA,false,
14260964-2,2024-03-07,SALIDA_ANTICIPADA,false,
14260964-2,2024-03-08,AUSENTE,true,Certificado medico
14260964-2,2024-03-09,SALIDA_ANTICIPADA,false,
14260964-2,2024-03-10,AUSENTE,true,Certificado medico
93860171-0,2024-03-01,SALIDA_ANTICIPADA,false,
93860171-0,2024-03-02,SALIDA_ANTICIPADA,false,
93860171-0,2024-03-03,AUSENTE,true,Certificado medico
93860171-0,2024-03-04,PRESENTE,false,
93860171-0,2024-03-05,AUSENTE,true,Certificado medico
93860171-0,2024-03-06,AUSENTE,true,Certificado medico
93860171-0,2024-03-07,AUSENTE,false,
93860171-0,2024-03-08,SALIDA_ANTICIPADA,false,
93860171-0,2024-03-09,PRESENTE,false,
93860171-0,2024-03-10,SALIDA_ANTICIPADA,false,
68937537-8,2024-03-01,SALIDA_ANTICIPADA,false,
68937537-8,2024-03-02,SALIDA_ANTICIPADA,false,
68937537-8,2024-03-03,PRESENTE,false,
68937537-8,2024-03-04,SALIDA_ANTICIPADA,false,
68937537-8,2024-03-05,PRESENTE,false,
68937537-8,2024-03-06,AUSENTE,true,Certificado medico
68937537-8,2024-03-07,PRESENTE,false,
68937537-8,2024-03-08,AUSENTE,true,Certificado medico
68937537-8,2024-03-09,AUSENTE,true,Certificado medico
68937537-8,2024-03-10,PRESENTE,false,
48960136-9,2024-03-01,SALIDA_ANTICIPADA,false,
48960136-9,2024-03-02,AUSENTE,true,Certificado medico
48960136-9,2024-03-03,SALIDA_ANTICIPADA,false,
48960136-9,2024-03-04,AUSENTE,true,Certificado medico
48960136-9,2024-03-05,SALIDA_ANTICIPADA,false,
48960136-9,2024-03-06,SALIDA_ANTICIPADA,false,
48960136-9,2024-03-07,PRESENTE,false,
48960136-9,2024-03-08,PRESENTE,false,
48960136-9,2024-03-09,PRESENTE,false,
48960136-9,2024-03-10,PRESENTE,false,
61666217-1,2024-03-01,SALIDA_ANTICIPADA,false,
61666217-1,2024-03-02,SALIDA_ANTICIPADA,false,
61666217-1,2024-03-03,PRESENTE,false,
61666217-1,2024-03-04,PRESENTE,false,
61666217-1,2024-03-05,PRESENTE,false,
61666217-1,2024-03-06,SALIDA_ANTICIPADA,false,
61666217-1,2024-03-07,AUSENTE,false,
