rut,fecha,estado,justificada,motivo
21104951-4,2025-03-01,PRESENTE,false,
21104951-4,2025-03-02,SALIDA_ANTICIPADA,false,
21104951-4,2025-03-03,PRESENTE,false,
21104951-4,2025-03-04,PRESENTE,false,
21104951-4,2025-03-05,PRESENTE,false,
44810727-8,2025-03-01,AUSENTE,false,
44810727-8,2025-03-02,SALIDA_ANTICIPADA,false,
44810727-8,2025-03-03,AUSENTE,true,Certificado medico
44810727-8,2025-03-04,PRESENTE,false,
44810727-8,2025-03-05,SALIDA_ANTICIPADA,false,
38018366-2,2025-03-01,PRESENTE,false,
38018366-2,2025-03-02,SALIDA_ANTICIPADA,false,
38018366-2,2025-03-03,AUSENTE,false,
38018366-2,2025-03-04,SALIDA_ANTICIPADA,false,
38018366-2,2025-03-05,SALIDA_ANTICIPADA,false,
95983538-1,2025-03-01,PRESENTE,false,
95983538-1,2025-03-02,SALIDA_ANTICIPADA,false,
95983538-1,2025-03-03,SALIDA_ANTICIPADA,false,
95983538-1,2025-03-04,SALIDA_ANTICIPADA,false,
95983538-1,2025-03-05,PRESENTE,false,
19979064-0,2025-03-01,AUSENTE,true,Certificado medico
19979064-0,2025-03-02,PRESENTE,false,
19979064-0,2025-03-03,PRESENTE,false,
19979064-0,2025-03-04,AUSENTE,false,
19979064-0,2025-03-05,AUSENTE,false,
93508688-2,2025-03-01,SALIDA_ANTICIPADA,false,
93508688-2,2025-03-02,AUSENTE,false,
93508688-2,2025-03-03,AUSENTE,true,Certificado medico
93508688-2,2025-03-04,AUSENTE,false,
93508688-2,2025-03-05,SALIDA_ANTICIPADA,false,
13915624-8,2025-03-01,SALIDA_ANTICIPADA,false,
13915624-8,2025-03-02,AUSENTE,true,Certificado medico
13915624-8,2025-03-03,AUSENTE,false,
13915624-8,2025-03-04,SALIDA_ANTICIPADA,false,
13915624-8,2025-03-05,SALIDA_ANTICIPADA,false,
17720906-3,2025-03-01,AUSENTE,true,Certificado medico
17720906-3,2025-03-02,SALIDA_ANTICIPADA,false,
17720906-3,2025-03-03,AUSENTE,true,Certificado medico
17720906-3,2025-03-04,AUSENTE,false,
17720906-3,2025-03-05,PRESENTE,false,
92404557-9,2025-03-01,PRESENTE,false,
92404557-9,2025-03-02,SALIDA_ANTICIPADA,false,
92404557-9,2025-03-03,SALIDA_ANTICIPADA,false,
92404557-9,2025-03-04,SALIDA_ANTICIPADA,false,
92404557-9,2025-03-05,AUSENTE,true,Certificado medico
79920822-1,2025-03-01,SALIDA_ANTICIPADA,false,
79920822-1,2025-03-02,AUSENTE,false,
79920822-1,2025-03-03,AUSENTE,false,
79920822-1,2025-03-04,SALIDA_ANTICIPADA,false,
79920822-1,2025-03-05,SALIDA_ANTICIPADA,false,
