rut,fecha,estado,justificada,motivo
33313661-8,2025-03-01,PRESENTE,false,
33313661-8,2025-03-02,PRESENTE,false,
33313661-8,2025-03-03,AUSENTE,false,
33313661-8,2025-03-04,AUSENTE,true,Certificado medico
33313661-8,2025-03-05,PRESENTE,false,
51809677-5,2025-03-01,AUSENTE,true,Certificado medico
51809677-5,2025-03-02,AUSENTE,true,Certificado medico
51809677-5,2025-03-03,PRESENTE,false,
51809677-5,2025-03-04,AUSENTE,false,
51809677-5,2025-03-05,AUSENTE,false,
28870106-3,2025-03-01,PRESENTE,false,
28870106-3,2025-03-02,AUSENTE,true,Certificado medico
28870106-3,2025-03-03,AUSENTE,false,
28870106-3,2025-03-04,SALIDA_ANTICIPADA,false,
28870106-3,2025-03-05,PRESENTE,false,
60309195-2,2025-03-01,AUSENTE,false,
60309195-2,2025-03-02,SALIDA_ANTICIPADA,false,
60309195-2,2025-03-03,PRESENTE,false,
60309195-2,2025-03-04,PRESENTE,false,
60309195-2,2025-03-05,SALIDA_ANTICIPADA,false,
78213803-0,2025-03-01,AUSENTE,false,
78213803-0,2025-03-02,SALIDA_ANTICIPADA,false,
78213803-0,2025-03-03,SALIDA_ANTICIPADA,false,
78213803-0,2025-03-04,PRESENTE,false,
78213803-0,2025-03-05,SALIDA_ANTICIPADA,false,
15406785-9,2025-03-01,SALIDA_ANTICIPADA,false,
15406785-9,2025-03-02,PRESENTE,false,
15406785-9,2025-03-03,PRESENTE,false,
15406785-9,2025-03-04,PRESENTE,false,
15406785-9,2025-03-05,SALIDA_ANTICIPADA,false,
28807304-4,2025-03-01,PRESENTE,false,
28807304-4,2025-03-02,SALIDA_ANTICIPADA,false,
28807304-4,2025-03-03,AUSENTE,true,Certificado medico
28807304-4,2025-03-04,AUSENTE,false,
28807304-4,2025-03-05,PRESENTE,false,
52872388-6,2025-03-01,PRESENTE,false,
52872388-6,2025-03-02,AUSENTE,true,Certificado medico
52872388-6,2025-03-03,AUSENTE,true,Certificado medico
52872388-6,2025-03-04,PRESENTE,false,
52872388-6,2025-03-05,AUSENTE,true,Certificado medico
64275965-1,2025-03-01,AUSENTE,false,
64275965-1,2025-03-02,AUSENTE,true,Certificado medico
64275965-1,2025-03-03,PRESENTE,false,
64275965-1,2025-03-04,PRESENTE,false,
64275965-1,2025-03-05,SALIDA_ANTICIPADA,false,
29713107-3,2025-03-01,AUSENTE,false,
29713107-3,2025-03-02,SALIDA_ANTICIPADA,false,
29713107-3,2025-03-03,PRESENTE,false,
29713107-3,2025-03-04,SALIDA_ANTICIPADA,false,
29713107-3,2025-03-05,AUSENTE,false,
