rut,fecha,estado,justificada,motivo
95905189-1,2025-03-01,AUSENTE,false,
95905189-1,2025-03-02,AUSENTE,true,Certificado medico
95905189-1,2025-03-03,AUSENTE,true,Certificado medico
95905189-1,2025-03-04,PRESENTE,false,
95905189-1,2025-03-05,PRESENTE,false,
77851656-6,2025-03-01,AUSENTE,true,Certificado medico
77851656-6,2025-03-02,SALIDA_ANTICIPADA,false,
77851656-6,2025-03-03,SALIDA_ANTICIPADA,false,
77851656-6,2025-03-04,AUSENTE,true,Certificado medico
77851656-6,2025-03-05,PRESENTE,false,
25528716-9,2025-03-01,AUSENTE,false,
25528716-9,2025-03-02,SALIDA_ANTICIPADA,false,
25528716-9,2025-03-03,PRESENTE,false,
25528716-9,2025-03-04,AUSENTE,true,Certificado medico
25528716-9,2025-03-05,SALIDA_ANTICIPADA,false,
86305556-2,2025-03-01,AUSENTE,true,Certificado medico
86305556-2,2025-03-02,PRESENTE,false,
86305556-2,2025-03-03,PRESENTE,false,
86305556-2,2025-03-04,AUSENTE,true,Certificado medico
86305556-2,2025-03-05,SALIDA_ANTICIPADA,false,
10650409-7,2025-03-01,SALIDA_ANTICIPADA,false,
10650409-7,2025-03-02,AUSENTE,false,
10650409-7,2025-03-03,AUSENTE,false,
10650409-7,2025-03-04,SALIDA_ANTICIPADA,false,
10650409-7,2025-03-05,PRESENTE,false,
25170314-1,2025-03-01,SALIDA_ANTICIPADA,false,
25170314-1,2025-03-02,SALIDA_ANTICIPADA,false,
25170314-1,2025-03-03,PRESENTE,false,
25170314-1,2025-03-04,PRESENTE,false,
25170314-1,2025-03-05,AUSENTE,true,Certificado medico
68142677-1,2025-03-01,SALIDA_ANTICIPADA,false,
68142677-1,2025-03-02,SALIDA_ANTICIPADA,false,
68142677-1,2025-03-03,AUSENTE,true,Certificado medico
68142677-1,2025-03-04,PRESENTE,false,
68142677-1,2025-03-05,SALIDA_ANTICIPADA,false,
56248321-2,2025-03-01,SALIDA_ANTICIPADA,false,
56248321-2,2025-03-02,SALIDA_ANTICIPADA,false,
56248321-2,2025-03-03,AUSENTE,false,
56248321-2,2025-03-04,SALIDA_ANTICIPADA,false,
56248321-2,2025-03-05,SALIDA_ANTICIPADA,false,
82142685-0,2025-03-01,PRESENTE,false,
82142685-0,2025-03-02,SALIDA_ANTICIPADA,false,
82142685-0,2025-03-03,PRESENTE,false,
82142685-0,2025-03-04,AUSENTE,false,
82142685-0,2025-03-05,SALIDA_ANTICIPADA,false,
26147591-0,2025-03-01,SALIDA_ANTICIPADA,false,
26147591-0,2025-03-02,AUSENTE,false,
26147591-0,2025-03-03,SALIDA_ANTICIPADA,false,
26147591-0,2025-03-04,AUSENTE,true,Certificado medico
26147591-0,2025-03-05,SALIDA_ANTICIPADA,false,
