rut,fecha,estado,justificada,motivo
14045671-6,2025-03-01,AUSENTE,true,Certificado medico
14045671-6,2025-03-02,SALIDA_ANTICIPADA,false,
14045671-6,2025-03-03,SALIDA_ANTICIPADA,false,
14045671-6,2025-03-04,PRESENTE,false,
14045671-6,2025-03-05,AUSENTE,false,
55679073-6,2025-03-01,SALIDA_ANTICIPADA,false,
55679073-6,2025-03-02,PRESENTE,false,
55679073-6,2025-03-03,PRESENTE,false,
55679073-6,2025-03-04,SALIDA_ANTICIPADA,false,
55679073-6,2025-03-05,AUSENTE,false,
82838802-1,2025-03-01,AUSENTE,false,
82838802-1,2025-03-02,SALIDA_ANTICIPADA,false,
82838802-1,2025-03-03,AUSENTE,false,
82838802-1,2025-03-04,PRESENTE,false,
82838802-1,2025-03-05,AUSENTE,true,Certificado medico
90117696-0,2025-03-01,AUSENTE,false,
90117696-0,2025-03-02,AUSENTE,true,Certificado medico
90117696-0,2025-03-03,AUSENTE,false,
90117696-0,2025-03-04,AUSENTE,false,
90117696-0,2025-03-05,AUSENTE,true,Certificado medico
21824769-3,2025-03-01,AUSENTE,false,
21824769-3,2025-03-02,PRESENTE,false,
21824769-3,2025-03-03,PRESENTE,false,
21824769-3,2025-03-04,PRESENTE,false,
21824769-3,2025-03-05,SALIDA_ANTICIPADA,false,
68655621-7,2025-03-01,AUSENTE,true,Certificado medico
68655621-7,2025-03-02,SALIDA_ANTICIPADA,false,
68655621-7,2025-03-03,PRESENTE,false,
68655621-7,2025-03-04,SALIDA_ANTICIPADA,false,
68655621-7,2025-03-05,PRESENTE,false,
94820366-0,2025-03-01,PRESENTE,false,
94820366-0,2025-03-02,AUSENTE,false,
94820366-0,2025-03-03,PRESENTE,false,
94820366-0,2025-03-04,PRESENTE,false,
94820366-0,2025-03-05,PRESENTE,false,
88033485-9,2025-03-01,AUSENTE,true,Certificado medico
88033485-9,2025-03-02,PRESENTE,false,
88033485-9,2025-03-03,PRESENTE,false,
88033485-9,2025-03-04,SALIDA_ANTICIPADA,false,
88033485-9,2025-03-05,AUSENTE,false,
42050737-3,2025-03-01,PRESENTE,false,
42050737-3,2025-03-02,SALIDA_ANTICIPADA,false,
42050737-3,2025-03-03,AUSENTE,false,
42050737-3,2025-03-04,PRESENTE,false,
42050737-3,2025-03-05,SALIDA_ANTICIPADA,false,
59417193-2,2025-03-01,PRESENTE,false,
59417193-2,2025-03-02,SALIDA_ANTICIPADA,false,
59417193-2,2025-03-03,SALIDA_ANTICIPADA,false,
59417193-2,2025-03-04,AUSENTE,false,
59417193-2,2025-03-05,SALIDA_ANTICIPADA,false,
