rut,fecha,estado,justificada,motivo
67819265-3,2024-03-01,PRESENTE,false,
67819265-3,2024-03-02,SALIDA_ANTICIPADA,false,
67819265-3,2024-03-03,PRESENTE,false,
67819265-3,2024-03-04,PRESENTE,false,
67819265-3,2024-03-05,SALIDA_ANTICIPADA,false,
67819265-3,2024-03-06,SALIDA_ANTICIPADA,false,
67819265-3,2024-03-07,SALIDA_ANTICIPADA,false,
67819265-3,2024-03-08,AUSENTE,false,
67819265-3,2024-03-09,SALIDA_ANTICIPADA,false,
67819265-3,2024-03-10,SALIDA_ANTICIPADA,false,
37055131-8,2024-03-01,AUSENTE,true,Certificado medico
37055131-8,2024-03-02,SALIDA_ANTICIPADA,false,
37055131-8,2024-03-03,PRESENTE,false,
37055131-8,2024-03-04,AUSENTE,true,Certificado medico
37055131-8,2024-03-05,SALIDA_ANTICIPADA,false,
37055131-8,2024-03-06,SALIDA_ANTICIPADA,false,
37055131-8,2024-03-07,PRESENTE,false,
37055131-8,2024-03-08,PRESENTE,false,
37055131-8,2024-03-09,PRESENTE,false,
37055131-8,2024-03-10,AUSENTE,false,
42095503-1,2024-03-01,AUSENTE,false,
42095503-1,2024-03-02,AUSENTE,false,
42095503-1,2024-03-03,PRESENTE,false,
42095503-1,2024-03-04,AUSENTE,true,Certificado medico
42095503-1,2024-03-05,SALIDA_ANTICIPADA,false,
42095503-1,2024-03-06,SALIDA_ANTICIPADA,false,
42095503-1,2024-03-07,AUSENTE,false,
42095503-1,2024-03-08,SALIDA_ANTICIPADA,false,
42095503-1,2024-03-09,SALIDA_ANTICIPADA,false,
42095503-1,2024-03-10,SALIDA_ANTICIPADA,false,
99048779-7,2024-03-01,SALIDA_ANTICIPADA,false,
99048779-7,2024-03-02,AUSENTE,false,
99048779-7,2024-03-03,PRESENTE,false,
99048779-7,2024-03-04,AUSENTE,true,Certificado medico
99048779-7,2024-03-05,AUSENTE,false,
99048779-7,2024-03-06,PRESENTE,false,
99048779-7,2024-03-07,AUSENTE,false,
99048779-7,2024-03-08,SALIDA_ANTICIPADA,false,
99048779-7,2024-03-09,PRESENTE,false,
99048779-7,2024-03-10,SALIDA_ANTICIPADA,false,
51665611-0,2024-03-01,AUSENTE,false,
51665611-0,2024-03-02,PRESENTE,false,
51665611-0,2024-03-03,AUSENTE,false,
51665611-0,2024-03-04,PRESENTE,false,
51665611-0,2024-03-05,SALIDA_ANTICIPADA,false,
51665611-0,2024-03-06,PRESENTE,false,
51665611-0,2024-03-07,AUSENTE,true,Certificado medico
51665611-0,2024-03-08,PRESENTE,false,
51665611-0,2024-03-09,AUSENTE,false,
51665611-0,2024-03-10,AUSENTE,false,
21974805-0,2024-03-01,PRESENTE,false,
21974805-0,2024-03-02,AUSENTE,false,
21974805-0,2024-03-03,PRESENTE,false,
21974805-0,2024-03-04,AUSENTE,true,Certificado medico
21974805-0,2024-03-05,PRESENTE,false,
21974805-0,2024-03-06,SALIDA_ANTICIPADA,false,
21974805-0,2024-03-07,PRESENTE,false,
21974805-0,2024-03-08,SALIDA_ANTICIPADA,false,
21974805-0,2024-03-09,AUSENTE,false,
21974805-0,2024-03-10,PRESENTE,false,
24349037-7,2024-03-01,AUSENTE,true,Certificado medico
24349037-7,2024-03-02,PRESENTE,false,
24349037-7,2024-03-03,AUSENTE,false,
24349037-7,2024-03-04,PRESENTE,false,
24349037-7,2024-03-05,AUSENTE,false,
24349037-7,2024-03-06,AUSENTE,false,
24349037-7,2024-03-07,PRESENTE,false,
24349037-7,2024-03-08,AUSENTE,true,Certificado medico
24349037-7,2024-03-09,AUSENTE,true,Certificado medico
24349037-7,2024-03-10,SALIDA_ANTICIPADA,false,
28809089-9,2024-03-01,PRESENTE,false,
28809089-9,2024-03-02,SALIDA_ANTICIPADA,false,
28809089-9,2024-03-03,PRESENTE,false,
28809089-9,2024-03-04,AUSENTE,true,Certificado medico
28809089-9,2024-03-05,AUSENTE,true,Certificado medico
28809089-9,2024-03-06,AUSENTE,false,
28809089-9,2024-03-07,AUSENTE,true,Certificado medico
28809089-9,2024-03-08,AUSENTE,true,Certificado medico
28809089-9,2024-03-09,PRESENTE,false,
28809089-9,2024-03-10,AUSENTE,true,Certificado medico
36255853-1,2024-03-01,PRESENTE,false,
36255853-1,2024-03-02,AUSENTE,true,Certificado medico
