rut,fecha,estado,justificada,motivo
91839733-5,2025-03-01,PRESENTE,false,
91839733-5,2025-03-02,AUSENTE,true,Certificado medico
91839733-5,2025-03-03,AUSENTE,false,
91839733-5,2025-03-04,SALIDA_ANTICIPADA,false,
91839733-5,2025-03-05,PRESENTE,false,
24324068-8,2025-03-01,SALIDA_ANTICIPADA,false,
24324068-8,2025-03-02,SALIDA_ANTICIPADA,false,
24324068-8,2025-03-03,AUSENTE,false,
24324068-8,2025-03-04,AUSENTE,false,
24324068-8,2025-03-05,PRESENTE,false,
10792250-8,2025-03-01,SALIDA_ANTICIPADA,false,
10792250-8,2025-03-02,PRESENTE,false,
10792250-8,2025-03-03,PRESENTE,false,
10792250-8,2025-03-04,SALIDA_ANTICIPADA,false,
10792250-8,2025-03-05,SALIDA_ANTICIPADA,false,
65078444-8,2025-03-01,PRESENTE,false,
65078444-8,2025-03-02,SALIDA_ANTICIPADA,false,
65078444-8,2025-03-03,SALIDA_ANTICIPADA,false,
65078444-8,2025-03-04,AUSENTE,true,Certificado medico
65078444-8,2025-03-05,PRESENTE,false,
60127285-7,2025-03-01,SALIDA_ANTICIPADA,false,
60127285-7,2025-03-02,AUSENTE,true,Certificado medico
60127285-7,2025-03-03,AUSENTE,false,
60127285-7,2025-03-04,PRESENTE,false,
60127285-7,2025-03-05,PRESENTE,false,
89198374-8,2025-03-01,SALIDA_ANTICIPADA,false,
89198374-8,2025-03-02,SALIDA_ANTICIPADA,false,
89198374-8,2025-03-03,SALIDA_ANTICIPADA,false,
89198374-8,2025-03-04,PRESENTE,false,
89198374-8,2025-03-05,PRESENTE,false,
82257994-7,2025-03-01,PRESENTE,false,
82257994-7,2025-03-02,SALIDA_ANTICIPADA,false,
82257994-7,2025-03-03,AUSENTE,false,
82257994-7,2025-03-04,SALIDA_ANTICIPADA,false,
82257994-7,2025-03-05,SALIDA_ANTICIPADA,false,
50490848-9,2025-03-01,AUSENTE,false,
50490848-9,2025-03-02,AUSENTE,false,
50490848-9,2025-03-03,SALIDA_ANTICIPADA,false,
50490848-9,2025-03-04,SALIDA_ANTICIPADA,false,
50490848-9,2025-03-05,PRESENTE,false,
62454442-8,2025-03-01,AUSENTE,false,
62454442-8,2025-03-02,PRESENTE,false,
62454442-8,2025-03-03,SALIDA_ANTICIPADA,false,
62454442-8,2025-03-04,PRESENTE,false,
62454442-8,2025-03-05,AUSENTE,true,Certificado medico
96459673-7,2025-03-01,SALIDA_ANTICIPADA,false,
96459673-7,2025-03-02,AUSENTE,true,Certificado medico
96459673-7,2025-03-03,AUSENTE,true,Certificado medico
96459673-7,2025-03-04,SALIDA_ANTICIPADA,false,
96459673-7,2025-03-05,SALIDA_ANTICIPADA,false,
