rut,fecha,estado,justificada,motivo
53847593-7,2025-03-01,PRESENTE,false,
53847593-7,2025-03-02,PRESENTE,false,
53847593-7,2025-03-03,PRESENTE,false,
53847593-7,2025-03-04,PRESENTE,false,
53847593-7,2025-03-05,SALIDA_ANTICIPADA,false,
61594100-3,2025-03-01,AUSENTE,false,
61594100-3,2025-03-02,AUSENTE,false,
61594100-3,2025-03-03,AUSENTE,true,Certificado medico
61594100-3,2025-03-04,PRESENTE,false,
61594100-3,2025-03-05,SALIDA_ANTICIPADA,false,
83172094-4,2025-03-01,PRESENTE,false,
83172094-4,2025-03-02,AUSENTE,false,
83172094-4,2025-03-03,AUSENTE,false,
83172094-4,2025-03-04,PRESENTE,false,
83172094-4,2025-03-05,PRESENTE,false,
32744417-7,2025-03-01,AUSENTE,false,
32744417-7,2025-03-02,PRESENTE,false,
32744417-7,2025-03-03,SALIDA_ANTICIPADA,false,
32744417-7,2025-03-04,PRESENTE,false,
32744417-7,2025-03-05,PRESENTE,false,
89706785-2,2025-03-01,AUSENTE,false,
89706785-2,2025-03-02,AUSENTE,false,
89706785-2,2025-03-03,SALIDA_ANTICIPADA,false,
89706785-2,2025-03-04,AUSENTE,false,
89706785-2,2025-03-05,SALIDA_ANTICIPADA,false,
43371685-5,2025-03-01,PRESENTE,false,
43371685-5,2025-03-02,SALIDA_ANTICIPADA,false,
43371685-5,2025-03-03,SALIDA_ANTICIPADA,false,
43371685-5,2025-03-04,AUSENTE,true,Certificado medico
43371685-5,2025-03-05,AUSENTE,true,Certificado medico
80683523-2,2025-03-01,AUSENTE,false,
80683523-2,2025-03-02,AUSENTE,false,
80683523-2,2025-03-03,AUSENTE,true,Certificado medico
80683523-2,2025-03-04,PRESENTE,false,
80683523-2,2025-03-05,PRESENTE,false,
56858026-4,2025-03-01,AUSENTE,false,
56858026-4,2025-03-02,PRESENTE,false,
56858026-4,2025-03-03,AUSENTE,false,
56858026-4,2025-03-04,AUSENTE,false,
56858026-4,2025-03-05,AUSENTE,false,
12529334-4,2025-03-01,AUSENTE,true,Certificado medico
12529334-4,2025-03-02,PRESENTE,false,
12529334-4,2025-03-03,SALIDA_ANTICIPADA,false,
12529334-4,2025-03-04,AUSENTE,false,
12529334-4,2025-03-05,SALIDA_ANTICIPADA,false,
50231277-1,2025-03-01,SALIDA_ANTICIPADA,false,
50231277-1,2025-03-02,SALIDA_ANTICIPADA,false,
50231277-1,2025-03-03,SALIDA_ANTICIPADA,false,
50231277-1,2025-03-04,PRESENTE,false,
50231277-1,2025-03-05,PRESENTE,false,
