rut,fecha,estado,justificada,motivo
43437326-7,2025-03-01,AUSENTE,false,
43437326-7,2025-03-02,AUSENTE,false,
43437326-7,2025-03-03,SALIDA_ANTICIPADA,false,
43437326-7,2025-03-04,SALIDA_ANTICIPADA,false,
43437326-7,2025-03-05,SALIDA_ANTICIPADA,false,
50548768-0,2025-03-01,AUSENTE,false,
50548768-0,2025-03-02,AUSENTE,false,
50548768-0,2025-03-03,AUSENTE,true,Certificado medico
50548768-0,2025-03-04,SALIDA_ANTICIPADA,false,
50548768-0,2025-03-05,PRESENTE,false,
75651635-9,2025-03-01,PRESENTE,false,
75651635-9,2025-03-02,SALIDA_ANTICIPADA,false,
75651635-9,2025-03-03,PRESENTE,false,
75651635-9,2025-03-04,SALIDA_ANTICIPADA,false,
75651635-9,2025-03-05,AUSENTE,true,Certificado medico
12964593-5,2025-03-01,PRESENTE,false,
12964593-5,2025-03-02,SALIDA_ANTICIPADA,false,
12964593-5,2025-03-03,SALIDA_ANTICIPADA,false,
12964593-5,2025-03-04,PRESENTE,false,
12964593-5,2025-03-05,SALIDA_ANTICIPADA,false,
94873513-7,2025-03-01,AUSENTE,true,Certificado medico
94873513-7,2025-03-02,AUSENTE,false,
94873513-7,2025-03-03,SALIDA_ANTICIPADA,false,
94873513-7,2025-03-04,SALIDA_ANTICIPADA,false,
94873513-7,2025-03-05,PRESENTE,false,
23056507-3,2025-03-01,AUSENTE,true,Certificado medico
23056507-3,2025-03-02,AUSENTE,true,Certificado medico
23056507-3,2025-03-03,SALIDA_ANTICIPADA,false,
23056507-3,2025-03-04,SALIDA_ANTICIPADA,false,
23056507-3,2025-03-05,AUSENTE,false,
35944271-4,2025-03-01,SALIDA_ANTICIPADA,false,
35944271-4,2025-03-02,AUSENTE,false,
35944271-4,2025-03-03,PRESENTE,false,
35944271-4,2025-03-04,AUSENTE,false,
35944271-4,2025-03-05,PRESENTE,false,
54437178-7,2025-03-01,AUSENTE,false,
54437178-7,2025-03-02,PRESENTE,false,
54437178-7,2025-03-03,AUSENTE,true,Certificado medico
54437178-7,2025-03-04,SALIDA_ANTICIPADA,false,
54437178-7,2025-03-05,SALIDA_ANTICIPADA,false,
62055166-1,2025-03-01,PRESENTE,false,
62055166-1,2025-03-02,AUSENTE,false,
62055166-1,2025-03-03,AUSENTE,true,Certificado medico
62055166-1,2025-03-04,SALIDA_ANTICIPADA,false,
62055166-1,2025-03-05,SALIDA_ANTICIPADA,false,
98299734-0,2025-03-01,AUSENTE,true,Certificado medico
98299734-0,2025-03-02,PRESENTE,false,
98299734-0,2025-03-03,SALIDA_ANTICIPADA,false,
98299734-0,2025-03-04,PRESENTE,false,
98299734-0,2025-03-05,SALIDA_ANTICIPADA,false,
