rut,fecha,estado,justificada,motivo
68498351-0,2024-03-01,PRESENTE,false,
68498351-0,2024-03-02,PRESENTE,false,
68498351-0,2024-03-03,AUSENTE,true,Certificado medico
68498351-0,2024-03-04,PRESENTE,false,
68498351-0,2024-03-05,AUSENTE,false,
68498351-0,2024-03-06,PRESENTE,false,
68498351-0,2024-03-07,AUSENTE,false,
68498351-0,2024-03-08,AUSENTE,false,
68498351-0,2024-03-09,SALIDA_ANTICIPADA,false,
68498351-0,2024-03-10,AUSENTE,false,
48808203-3,2024-03-01,PRESENTE,false,
48808203-3,2024-03-02,AUSENTE,false,
48808203-3,2024-03-03,PRESENTE,false,
48808203-3,2024-03-04,PRESENTE,false,
48808203-3,2024-03-05,PRESENTE,false,
48808203-3,2024-03-06,AUSENTE,true,Certificado medico
48808203-3,2024-03-07,SALIDA_ANTICIPADA,false,
48808203-3,2024-03-08,AUSENTE,false,
48808203-3,2024-03-09,PRESENTE,false,
48808203-3,2024-03-10,PRESENTE,false,
38722194-8,2024-03-01,SALIDA_ANTICIPADA,false,
38722194-8,2024-03-02,PRESENTE,false,
38722194-8,2024-03-03,AUSENTE,true,Certificado medico
38722194-8,2024-03-04,SALIDA_ANTICIPADA,false,
38722194-8,2024-03-05,PRESENTE,false,
38722194-8,2024-03-06,PRESENTE,false,
38722194-8,2024-03-07,AUSENTE,false,
38722194-8,2024-03-08,SALIDA_ANTICIPADA,false,
38722194-8,2024-03-09,AUSENTE,false,
38722194-8,2024-03-10,AUSENTE,false,
88322953-9,2024-03-01,SALIDA_ANTICIPADA,false,
88322953-9,2024-03-02,PRESENTE,false,
88322953-9,2024-03-03,PRESENTE,false,
88322953-9,2024-03-04,PRESENTE,false,
88322953-9,2024-03-05,AUSENTE,true,Certificado medico
88322953-9,2024-03-06,AUSENTE,false,
88322953-9,2024-03-07,PRESENTE,false,
88322953-9,2024-03-08,PRESENTE,false,
88322953-9,2024-03-09,SALIDA_ANTICIPADA,false,
88322953-9,2024-03-10,AUSENTE,false,
63346015-2,2024-03-01,PRESENTE,false,
63346015-2,2024-03-02,SALIDA_ANTICIPADA,false,
63346015-2,2024-03-03,PRESENTE,false,
63346015-2,2024-03-04,AUSENTE,true,Certificado medico
63346015-2,2024-03-05,PRESENTE,false,
63346015-2,2024-03-06,SALIDA_ANTICIPADA,false,
63346015-2,2024-03-07,AUSENTE,true,Certificado medico
63346015-2,2024-03-08,PRESENTE,false,
63346015-2,2024-03-09,SALIDA_ANTICIPADA,false,
63346015-2,2024-03-10,AUSENTE,true,Certificado medico
59202590-8,2024-03-01,SALIDA_ANTICIPADA,false,
59202590-8,2024-03-02,SALIDA_ANTICIPADA,false,
