rut,fecha,estado,justificada,motivo
62344282-5,2025-03-01,PRESENTE,false,
62344282-5,2025-03-02,PRESENTE,false,
62344282-5,2025-03-03,PRESENTE,false,
62344282-5,2025-03-04,AUSENTE,false,
62344282-5,2025-03-05,PRESENTE,false,
61539610-0,2025-03-01,SALIDA_ANTICIPADA,false,
61539610-0,2025-03-02,AUSENTE,false,
61539610-0,2025-03-03,AUSENTE,true,Certificado medico
61539610-0,2025-03-04,SALIDA_ANTICIPADA,false,
61539610-0,2025-03-05,SALIDA_ANTICIPADA,false,
83428320-7,2025-03-01,PRESENTE,false,
83428320-7,2025-03-02,PRESENTE,false,
83428320-7,2025-03-03,SALIDA_ANTICIPADA,false,
83428320-7,2025-03-04,AUSENTE,true,Certificado medico
83428320-7,2025-03-05,AUSENTE,false,
35888174-5,2025-03-01,PRESENTE,false,
35888174-5,2025-03-02,SALIDA_ANTICIPADA,false,
35888174-5,2025-03-03,PRESENTE,false,
35888174-5,2025-03-04,SALIDA_ANTICIPADA,false,
35888174-5,2025-03-05,PRESENTE,false,
19527934-2,2025-03-01,PRESENTE,false,
19527934-2,2025-03-02,SALIDA_ANTICIPADA,false,
19527934-2,2025-03-03,AUSENTE,true,Certificado medico
19527934-2,2025-03-04,PRESENTE,false,
19527934-2,2025-03-05,AUSENTE,false,
70243803-3,2025-03-01,PRESENTE,false,
70243803-3,2025-03-02,AUSENTE,true,Certificado medico
70243803-3,2025-03-03,SALIDA_ANTICIPADA,false,
70243803-3,2025-03-04,PRESENTE,false,
70243803-3,2025-03-05,PRESENTE,false,
98390068-5,2025-03-01,SALIDA_ANTICIPADA,false,
98390068-5,2025-03-02,PRESENTE,false,
98390068-5,2025-03-03,PRESENTE,false,
98390068-5,2025-03-04,PRESENTE,false,
98390068-5,2025-03-05,AUSENTE,false,
82537839-6,2025-03-01,SALIDA_ANTICIPADA,false,
82537839-6,2025-03-02,AUSENTE,true,Certificado medico
82537839-6,2025-03-03,AUSENTE,false,
82537839-6,2025-03-04,AUSENTE,true,Certificado medico
82537839-6,2025-03-05,SALIDA_ANTICIPADA,false,
83811912-7,2025-03-01,SALIDA_ANTICIPADA,false,
83811912-7,2025-03-02,AUSENTE,true,Certificado medico
83811912-7,2025-03-03,SALIDA_ANTICIPADA,false,
83811912-7,2025-03-04,PRESENTE,false,
83811912-7,2025-03-05,PRESENTE,false,
54138389-0,2025-03-01,SALIDA_ANTICIPADA,false,
54138389-0,2025-03-02,PRESENTE,false,
54138389-0,2025-03-03,PRESENTE,false,
54138389-0,2025-03-04,PRESENTE,false,
54138389-0,2025-03-05,PRESENTE,false,
