rut,fecha,estado,justificada,motivo
92252326-1,2025-03-01,AUSENTE,true,Certificado medico
92252326-1,2025-03-02,PRESENTE,false,
92252326-1,2025-03-03,SALIDA_ANTICIPADA,false,
92252326-1,2025-03-04,PRESENTE,false,
92252326-1,2025-03-05,AUSENTE,false,
52557316-0,2025-03-01,PRESENTE,false,
52557316-0,2025-03-02,SALIDA_ANTICIPADA,false,
52557316-0,2025-03-03,AUSENTE,true,Certificado medico
52557316-0,2025-03-04,SALIDA_ANTICIPADA,false,
52557316-0,2025-03-05,PRESENTE,false,
78150605-9,2025-03-01,PRESENTE,false,
78150605-9,2025-03-02,PRESENTE,false,
78150605-9,2025-03-03,AUSENTE,false,
78150605-9,2025-03-04,SALIDA_ANTICIPADA,false,
78150605-9,2025-03-05,SALIDA_ANTICIPADA,false,
30946901-4,2025-03-01,AUSENTE,true,Certificado medico
30946901-4,2025-03-02,SALIDA_ANTICIPADA,false,
30946901-4,2025-03-03,SALIDA_ANTICIPADA,false,
30946901-4,2025-03-04,PRESENTE,false,
30946901-4,2025-03-05,AUSENTE,false,
72208648-9,2025-03-01,AUSENTE,true,Certificado medico
72208648-9,2025-03-02,PRESENTE,false,
72208648-9,2025-03-03,PRESENTE,false,
72208648-9,2025-03-04,SALIDA_ANTICIPADA,false,
72208648-9,2025-03-05,AUSENTE,false,
74716481-4,2025-03-01,PRESENTE,false,
74716481-4,2025-03-02,SALIDA_ANTICIPADA,false,
74716481-4,2025-03-03,PRESENTE,false,
74716481-4,2025-03-04,SALIDA_ANTICIPADA,false,
74716481-4,2025-03-05,SALIDA_ANTICIPADA,false,
20816685-2,2025-03-01,PRESENTE,false,
20816685-2,2025-03-02,PRESENTE,false,
20816685-2,2025-03-03,PRESENTE,false,
20816685-2,2025-03-04,PRESENTE,false,
20816685-2,2025-03-05,SALIDA_ANTICIPADA,false,
23544820-0,2025-03-01,PRESENTE,false,
23544820-0,2025-03-02,SALIDA_ANTICIPADA,false,
23544820-0,2025-03-03,SALIDA_ANTICIPADA,false,
23544820-0,2025-03-04,PRESENTE,false,
23544820-0,2025-03-05,SALIDA_ANTICIPADA,false,
23600110-4,2025-03-01,SALIDA_ANTICIPADA,false,
23600110-4,2025-03-02,SALIDA_ANTICIPADA,false,
23600110-4,2025-03-03,PRESENTE,false,
23600110-4,2025-03-04,PRESENTE,false,
23600110-4,2025-03-05,SALIDA_ANTICIPADA,false,
72932569-8,2025-03-01,PRESENTE,false,
72932569-8,2025-03-02,SALIDA_ANTICIPADA,false,
72932569-8,2025-03-03,AUSENTE,false,
72932569-8,2025-03-04,SALIDA_ANTICIPADA,false,
72932569-8,2025-03-05,PRESENTE,false,
