rut,fecha,estado,justificada,motivo
71536314-6,2024-03-01,SALIDA_ANTICIPADA,false,
71536314-6,2024-03-02,SALIDA_ANTICIPADA,false,
71536314-6,2024-03-03,AUSENTE,false,
71536314-6,2024-03-04,SALIDA_ANTICIPADA,false,
71536314-6,2024-03-05,SALIDA_ANTICIPADA,false,
71536314-6,2024-03-06,PRESENTE,false,
71536314-6,2024-03-07,PRESENTE,false,
71536314-6,2024-03-08,SALIDA_ANTICIPADA,false,
71536314-6,2024-03-09,SALIDA_ANTICIPADA,false,
71536314-6,2024-03-10,AUSENTE,true,Certificado medico
44641133-9,2024-03-01,SALIDA_ANTICIPADA,false,
44641133-9,2024-03-02,AUSENTE,false,
44641133-9,2024-03-03,AUSENTE,false,
44641133-9,2024-03-04,SALIDA_ANTICIPADA,false,
44641133-9,2024-03-05,PRESENTE,false,
44641133-9,2024-03-06,PRESENTE,false,
44641133-9,2024-03-07,SALIDA_ANTICIPADA,false,
44641133-9,2024-03-08,SALIDA_ANTICIPADA,false,
44641133-9,2024-03-09,PRESENTE,false,
44641133-9,2024-03-10,AUSENTE,false,
32419055-7,2024-03-01,PRESENTE,false,
32419055-7,2024-03-02,PRESENTE,false,
32419055-7,2024-03-03,PRESENTE,false,
32419055-7,2024-03-04,SALIDA_ANTICIPADA,false,
32419055-7,2024-03-05,PRESENTE,false,
32419055-7,2024-03-06,AUSENTE,false,
32419055-7,2024-03-07,AUSENTE,true,Certificado medico
32419055-7,2024-03-08,PRESENTE,false,
32419055-7,2024-03-09,SALIDA_ANTICIPADA,false,
32419055-7,2024-03-10,AUSENTE,true,Certificado medico
35552621-9,2024-03-01,PRESENTE,false,
35552621-9,2024-03-02,AUSENTE,true,Certificado medico
35552621-9,2024-03-03,SALIDA_ANTICIPADA,false,
35552621-9,2024-03-04,PRESENTE,false,
35552621-9,2024-03-05,SALIDA_ANTICIPADA,false,
35552621-9,2024-03-06,SALIDA_ANTICIPADA,false,
35552621-9,2024-03-07,SALIDA_ANTICIPADA,false,
35552621-9,2024-03-08,AUSENTE,false,
35552621-9,2024-03-09,SALIDA_ANTICIPADA,false,
35552621-9,2024-03-10,SALIDA_ANTICIPADA,false,
55254008-1,2024-03-01,PRESENTE,false,
55254008-1,2024-03-02,PRESENTE,false,
55254008-1,2024-03-03,SALIDA_ANTICIPADA,false,
55254008-1,2024-03-04,PRESENTE,false,
55254008-1,2024-03-05,AUSENTE,false,
55254008-1,2024-03-06,AUSENTE,false,
55254008-1,2024-03-07,AUSENTE,true,Certificado medico
55254008-1,2024-03-08,PRESENTE,false,
55254008-1,2024-03-09,PRESENTE,false,
55254008-1,2024-03-10,SALIDA_ANTICIPADA,false,
88107565-2,2024-03-01,PRESENTE,false,
88107565-2,2024-03-02,AUSENTE,true,Certificado medico
88107565-2,2024-03-03,AUSENTE,false,
88107565-2,2024-03-04,AUSENTE,true,Certificado medico
88107565-2,2024-03-05,AUSENTE,false,
88107565-2,2024-03-06,AUSENTE,false,
88107565-2,2024-03-07,PRESENTE,false,
88107565-2,2024-03-08,SALIDA_ANTICIPADA,false,
88107565-2,2024-03-09,AUSENTE,true,Certificado medico
88107565-2,2024-03-10,SALIDA_ANTICIPADA,false,
29653182-4,2024-03-01,AUSENTE,true,Certificado medico
29653182-4,2024-03-02,SALIDA_ANTICIPADA,false,
29653182-4,2024-03-03,AUSENTE,false,
29653182-4,2024-03-04,AUSENTE,false,
29653182-4,2024-03-05,PRESENTE,false,
29653182-4,2024-03-06,AUSENTE,false,
29653182-4,2024-03-07,PRESENTE,false,
29653182-4,2024-03-08,AUSENTE,false,
29653182-4,2024-03-09,PRESENTE,false,
29653182-4,2024-03-10,AUSENTE,true,Certificado medico
96049972-8,2024-03-01,AUSENTE,false,
96049972-8,2024-03-02,SALIDA_ANTICIPADA,false,
96049972-8,2024-03-03,SALIDA_ANTICIPADA,false,
96049972-8,2024-03-04,AUSENTE,false,
96049972-8,2024-03-05,PRESENTE,false,
96049972-8,2024-03-06,PRESENTE,false,
96049972-8,2024-03-07,SALIDA_ANTICIPADA,false,
96049972-8,2024-03-08,PRESENTE,false,
96049972-8,2024-03-09,PRESENTE,false,
96049972-8,2024-03-10,AUSENTE,false,
81939746-2,2024-03-01,AUSENTE,false,
81939746-2,2024-03-02,PRESENTE,false,
81939746-2,2024-03-03,AUSENTE,true,Certificado medico
81939746-2,2024-03-04,SALIDA_ANTICIPADA,false,
81939746-2,2024-03-05,PRESENTE,false,
81939746-2,2024-03-06,PRESENTE,false,
81939746-2,2024-03-07,PRESENTE,false,
81939746-2,2024-03-08,AUSENTE,true,Certificado medico
81939746-2,2024-03-09,AUSENTE,false,
81939746-2,2024-03-10,SALIDA_ANTICIPADA,false,
33367580-3,2024-03-01,PRESENTE,false,
33367580-3,2024-03-02,PRESENTE,false,
33367580-3,2024-03-03,SALIDA_ANTICIPADA,false,
